Customer_Income,First_Buy_Data,Last_Buy_Data,Average_Buy_Amount,Frequency_Level,Buy_Amount_Grade,Special_Buyer,Last_Buy_Amount,Buy_Amount_Average,Class
3,8712,9410,0.2,2,F,X,10,12.73,0
2,9201,9412,0.11,1,F,0,20,12,0
4,9310,9502,0.12,2,F,0,15,10,0
5,8509,9407,0.28,1,G,X,26,18.93,0
2,8604,9406,0.16,2,F,X,19,11.75,0
4,9406,9406,0.06,1,F,0,15,15,0
3,9407,9407,0.07,1,F,0,15,15,0
0,9301,9501,0.4,4,D,X,8,6.53,0
5,9101,9502,0.07,1,G,0,30,22.5,0
6,9502,9502,0.07,1,F,0,20,20,0
2,8610,9412,0.14,1,F,0,15,7.77,0
5,9101,9411,0.09,2,G,0,25,20,0
0,8604,9405,0.12,1,G,0,25,19.33,0
1,8905,9503,0.2,2,F,0,20,10.84,0
0,9001,9407,0.1,2,F,0,15,10.2,0
7,8510,9405,0.3,1,F,X,20,18.76,0
6,9302,9407,0.09,1,F,0,20,13.33,0
3,8512,9412,0.17,1,G,0,60,40.76,0
5,9501,9502,0.12,2,G,X,25,25,1
2,8701,9405,0.22,1,G,X,50,31.07,0
4,8910,9503,0.17,3,E,0,12,8.4,0
5,8709,9404,0.21,1,E,X,10,11.14,0
3,9002,9410,0.1,2,G,0,25,15,0
5,8710,9409,0.18,1,F,X,20,10.33,0
3,9210,9502,0.2,3,E,0,10,8.75,0
2,9101,9404,0.17,1,F,0,20,19.44,0
5,9003,9501,0.1,2,F,0,15,14.4,0
4,9302,9404,0.07,1,F,0,15,10,0
3,9402,9501,0.09,1,F,0,15,15,0
5,9401,9406,0.08,1,G,0,50,50,0
2,9210,9404,0.07,1,F,0,20,15,0
1,8512,9501,0.51,4,D,X,5,2.72,0
5,9301,9412,0.11,2,G,0,25,20,0
7,8912,9412,0.08,1,G,0,25,18.75,0
4,9102,9404,0.14,1,F,0,15,12.42,0
1,9101,9412,0.21,1,E,X,10,10.07,0
0,9009,9503,0.2,3,E,X,10,4.09,0
0,9103,9503,0.48,3,F,X,16,7.69,0
6,9410,9410,0.06,1,F,0,15,15,0
2,9009,9411,0.18,2,E,X,13,9.4,0
3,8508,9405,0.68,2,F,X,13,8.38,0
0,8910,9502,0.16,3,E,0,10,8.22,0
4,8905,9504,0.22,4,E,X,3,7.91,0
3,9310,9412,0.07,1,F,0,15,12.5,0
4,9303,9411,0.07,1,G,0,100,32.5,0
3,9201,9412,0.34,4,F,X,15,13.5,0
4,8911,9503,0.24,2,E,X,10,10.07,0
6,9110,9502,0.23,4,F,X,12,10.63,1
5,9201,9502,0.3,4,F,0,15,20,0
7,9210,9501,0.09,1,G,0,25,13.33,0
4,8611,9412,0.24,2,F,X,20,13.05,0
0,9101,9412,0.29,4,E,X,6,5.06,0
5,8707,9502,0.29,3,D,X,7,6.86,0
6,9412,9412,0.08,1,F,0,15,15,0
7,8709,9503,0.24,2,F,0,15,10,0
1,9109,9411,0.12,1,G,0,27,15.16,0
6,8901,9404,0.17,1,G,X,50,27.62,0
2,8909,9503,0.19,2,E,X,10,7.91,0
0,9410,9410,0.07,1,F,0,20,20,0
2,9502,9502,0.07,1,F,0,20,20,0
4,8508,9502,0.13,1,G,X,25,16.57,0
5,9110,9406,0.1,1,G,0,25,17.2,0
0,9301,9412,0.18,3,E,0,10,7.33,0
4,8701,9502,0.15,2,G,0,25,42.36,0
0,8907,9511,0.2,1,E,X,16,12.54,0
0,8903,9410,0.19,3,G,X,17,18.75,0
0,8705,9404,0.3,1,E,X,10,5.63,0
4,8603,9409,0.36,1,E,X,10,9.37,0
5,8601,9502,0.14,1,G,X,30,15,0
3,9009,9410,0.19,3,F,X,13,9,0
5,8610,9506,0.15,3,F,0,13,9.75,0
3,9301,9501,0.17,3,E,0,10,8.66,0
0,8512,9501,0.15,2,E,X,10,7.5,0
3,8904,9404,0.11,1,F,X,15,12.14,0
5,8701,9406,0.32,1,F,X,20,14.42,0
2,9101,9406,0.2,1,F,X,15,8.8,0
6,9406,9406,0.05,1,G,0,30,30,0
5,8509,9410,0.21,1,F,X,20,11.37,0
6,9310,9409,0.08,1,F,0,20,12.5,0
0,9112,9412,0.07,1,F,0,20,20,0
4,9111,9412,0.45,4,F,X,3,4.2,0
1,8510,9503,0.32,3,E,X,8,5.78,0
1,9409,9409,0.06,1,F,0,23,23,0
5,9503,9503,0.1,1,F,0,20,20,0
2,9301,9502,0.08,1,F,0,20,20,0
7,8701,9412,0.13,1,F,X,20,10.5,0
4,9406,9503,0.1,2,F,0,15,15,0
0,8809,9412,0.15,1,G,X,25,18.54,0
2,9502,9502,0.06,1,F,0,20,20,0
6,9502,9502,0.07,1,F,0,15,15,0
0,9210,9412,0.14,1,F,0,20,10,0
0,8508,9601,0.29,1,E,X,5,6.13,0
2,9409,9409,0.06,1,F,0,15,15,0
7,9405,9411,0.13,3,G,0,10,15,0
0,9307,9409,0.1,1,F,0,17,15.66,0
0,8802,9501,0.17,1,E,X,10,12.16,0
0,8509,9409,0.58,3,D,X,5,4.83,0
7,9003,9502,0.19,3,E,X,10,8.4,0
6,8605,9501,0.27,3,D,X,5,4.64,0
3,8912,9412,0.13,3,E,X,10,8.33,0
2,8601,9504,0.18,4,E,X,5,5.45,0
4,9209,9501,0.13,2,G,0,6,9.6,0
3,9502,9502,0.07,1,G,0,25,25,0
4,9308,9405,0.1,1,F,0,17,15.66,0
0,8606,9412,0.17,1,F,X,20,13.46,0
0,8909,9406,0.16,1,F,X,15,8.77,0
1,9009,9502,0.11,2,F,0,15,11,0
0,9309,9509,0.16,3,E,0,10,7.37,0
0,9309,9501,0.09,1,F,0,16,13,0
6,9110,9412,0.08,1,F,0,15,10.33,0
4,8603,9412,0.17,1,F,X,15,7.36,0
0,9310,9502,0.09,2,F,0,20,20,0
0,9407,9407,0.06,1,F,0,15,15,0
5,8511,9409,0.29,1,F,X,14,9.68,1
1,9210,9411,0.09,1,G,0,25,18.75,0
4,8709,9503,0.33,3,D,X,6,4.09,0
6,8801,9412,0.12,1,F,0,20,8.85,0
4,9003,9412,0.2,4,F,X,15,9,0
4,7606,9509,0.33,1,E,X,9,9.37,0
0,9112,9410,0.13,1,F,0,15,8,0
5,8611,9411,0.28,3,E,X,10,6.65,0
3,9406,9406,0.05,1,G,0,25,25,0
4,8809,9503,0.16,3,F,X,10,10.88,0
6,9406,9406,0.07,1,F,0,21,21,0
1,8601,9501,0.18,2,E,X,10,7.41,0
1,9310,9412,0.07,1,F,0,20,14.33,0
1,8507,9406,0.27,1,E,X,10,3.42,0
0,9401,9501,0.1,2,F,X,20,20,0
4,9309,9503,0.12,2,F,0,10,11.66,0
4,9102,9501,0.1,1,G,0,25,14.6,0
0,8508,9410,0.23,2,E,X,6,8.72,1
7,9502,9502,0.07,1,G,0,25,25,0
5,9501,9501,0.07,1,F,0,15,15,0
0,8602,9412,0.21,3,G,0,25,10.73,0
5,9312,9412,0.14,3,F,0,20,14.5,0
4,9302,9409,0.19,4,D,X,5,4.9,0
4,8909,9504,0.16,2,E,X,9,9.62,0
2,8909,9509,0.14,1,F,0,15,13,0
2,9410,9410,0.06,1,F,0,15,15,0
4,8509,9411,0.25,3,E,X,10,6.22,0
3,9301,9412,0.26,3,E,0,7,6.42,0
0,9410,9410,0.06,1,G,0,25,25,0
3,9501,9501,0.07,1,G,0,25,25,0
5,8604,9406,0.22,1,F,X,16,9.58,0
5,8604,9411,0.28,3,G,X,30,17.58,0
3,9312,9412,0.11,2,G,0,50,26.66,0
2,9302,9410,0.12,1,F,0,15,9,0
2,8602,9503,0.76,4,G,X,16,11.19,0
5,9209,9503,0.23,4,D,0,5,5,0
3,9401,9502,0.11,1,F,0,20,13.33,0
1,9411,9411,0.08,1,F,0,20,20,0
5,9402,9411,0.08,1,G,0,25,25,0
0,8510,9512,0.23,1,G,X,0,13.72,0
2,8902,9406,0.09,1,F,0,17,15.66,0
4,9202,9407,0.08,1,F,0,20,10.66,0
6,9411,9411,0.07,1,F,0,20,20,0
4,9501,9501,0.07,1,F,0,15,15,0
6,8702,9411,0.26,2,E,X,12,7.4,0
4,8601,9410,0.49,3,F,X,19,7.6,0
3,9401,9409,0.2,3,E,0,5,7.6,0
5,9110,9503,0.15,3,E,X,10,6.42,0
6,8701,9501,0.56,4,E,X,9,5.76,0
2,9406,9503,0.16,3,E,0,5,6,0
5,8810,9412,0.19,3,F,0,19,13.33,0
6,9409,9503,0.17,3,E,0,10,6,0
5,9110,9405,0.06,1,G,0,40,35,0
0,9209,9412,0.17,2,F,X,14,11.57,0
0,9502,9502,0.06,1,F,0,20,20,0
1,8508,9502,0.19,2,E,X,10,6.57,0
7,9309,9404,0.1,1,G,0,30,28.33,0
4,8709,9502,0.1,1,G,0,25,13.2,0
2,9201,9503,0.17,4,F,X,15,11,0
7,9501,9501,0.07,1,F,0,20,20,0
1,9202,9501,0.28,2,E,X,8,5.75,0
4,8701,9503,0.17,2,E,X,10,9.2,0
3,9309,9412,0.12,2,F,0,20,16.25,0
6,8903,9503,0.22,2,E,X,10,5.53,0
4,8703,9502,0.19,1,F,X,15,6.84,0
3,9211,9411,0.15,3,E,0,11,10.6,0
4,9302,9411,0.18,2,F,X,20,9.71,0
4,9211,9602,0.18,4,D,X,5,6.45,0
4,9310,9412,0.08,1,F,0,20,12.5,0
5,9307,9511,0.08,1,F,0,0,15,0
7,9203,9501,0.14,1,G,0,25,9.33,0
4,8511,9409,0.23,1,E,X,10,13.64,0
5,9403,9503,0.13,2,F,0,20,12,0
7,9502,9502,0.07,1,F,0,20,20,0
7,9301,9410,0.12,2,G,X,25,25,0
0,8601,9411,0.17,1,E,X,10,9.91,0
5,9110,9412,0.13,3,E,0,5,7,0
7,9501,9502,0.15,2,F,0,5,10,0
5,9412,9412,0.07,1,F,0,15,15,0
5,9501,9501,0.06,1,G,0,35,35,0
2,9310,9412,0.1,1,F,0,20,12,1
3,9209,9405,0.12,1,G,0,30,16.6,0
5,9312,9404,0.08,1,G,0,25,25,1
4,9301,9410,0.09,1,F,0,15,15,0
0,9501,9507,0.11,1,G,0,0,15,0
1,9302,9503,0.14,3,E,X,7,6.6,0
0,8511,9503,0.28,2,E,X,10,7.87,0
1,9109,9501,0.33,3,E,X,10,8.26,1
6,9309,9503,0.15,3,E,0,7,6.25,0
3,9502,9502,0.07,1,F,0,15,15,0
5,9401,9503,0.26,4,E,X,11,9.57,0
5,8809,9412,0.18,2,G,0,20,17.83,0
4,9101,9412,0.14,2,G,0,10,14.37,0
4,8710,9411,0.08,1,G,0,25,15,0
6,9311,9501,0.07,1,G,0,35,32.5,1
3,9302,9503,0.15,3,E,0,6,10.4,0
6,9410,9410,0.06,1,F,0,20,20,0
6,8812,9412,0.25,4,D,X,5,7.76,0
5,8803,9412,0.14,1,G,0,25,12.66,0
3,8512,9502,0.19,2,F,X,17,10.75,0
3,8512,9503,0.22,1,F,X,15,11.92,0
1,8601,9404,0.26,1,E,X,10,10.1,0
5,8805,9412,0.15,1,F,X,17,9.1,0
7,9409,9409,0.06,1,F,0,20,20,0
7,8603,9501,0.16,3,G,X,60,37.08,0
5,9001,9503,0.21,2,F,X,20,14.38,0
3,8810,9502,0.26,4,F,X,10,14.73,0
3,9002,9501,0.54,4,D,X,5,3.4,1
6,9501,9503,0.15,2,F,0,6,13,0
0,8709,9407,0.1,2,F,0,15,10.2,0
3,8508,9411,0.16,2,E,X,11,10.08,0
0,8511,9411,0.19,2,F,X,20,9.66,0
5,9401,9502,0.12,2,F,X,20,14.66,0
5,9002,9501,0.16,2,F,X,20,17.6,0
2,9105,9502,0.08,2,F,0,20,14.83,0
4,9307,9409,0.12,3,F,0,12,11.75,0
4,9307,9405,0.1,1,G,0,30,26.66,0
6,9201,9412,0.1,2,F,0,20,21,1
2,9502,9502,0.07,1,F,0,15,15,0
2,8905,9503,0.2,4,E,X,10,6.1,1
0,9310,9410,0.16,3,E,0,10,6,0
6,9109,9503,0.15,2,F,0,16,14.28,0
1,9409,9501,0.17,3,E,0,10,6,0
0,9409,9409,0.07,1,F,0,20,20,0
0,8909,9602,0.36,4,D,X,35,5.78,0
3,9501,9501,0.07,1,F,0,20,20,0
7,8511,9405,0.11,1,F,0,20,11.83,0
7,9103,9501,0.12,1,G,0,25,16.14,1
0,9011,9501,0.15,1,G,X,26,19,0
1,9011,9409,0.62,4,D,X,8,4.32,0
0,8711,9501,0.24,2,G,0,25,14.9,0
4,9110,9409,0.29,2,E,X,6,6.3,0
2,8902,9412,0.26,3,D,X,5,5.13,0
1,9409,9409,0.07,1,F,0,15,15,0
6,8703,9412,0.14,2,F,X,20,15.2,0
4,8806,9410,0.3,1,G,X,25,12.58,0
3,8508,9409,0.21,1,E,X,14,7.41,0
0,9301,9502,0.28,4,E,X,10,8.21,0
1,9501,9501,0.06,1,F,0,20,20,0
4,9309,9412,0.1,2,G,0,25,22.33,0
0,8908,9502,0.17,1,F,X,15,11.54,0
0,9401,9501,0.18,4,F,X,18,16.6,0
5,9406,9406,0.06,1,F,0,20,20,0
7,8901,9409,0.15,1,G,0,40,21.5,0
5,9307,9411,0.17,3,E,0,9,8.96,0
2,9201,9502,0.26,4,D,X,5,5.36,0
1,8606,9411,0.14,2,E,X,10,6.5,0
3,9409,9501,0.11,2,F,0,15,15,0
5,8804,9412,0.1,2,F,X,15,10.33,1
6,9403,9406,0.09,1,F,0,15,15,0
7,9001,9502,0.15,3,G,0,33,27,0
6,8903,9501,0.1,1,G,0,25,22,1
0,9406,9412,0.09,2,G,0,30,30,0
0,8705,9409,0.22,2,F,X,15,8.92,0
4,8601,9412,0.17,2,G,X,25,10.25,0
7,8702,9411,0.11,1,F,0,20,12.42,0
0,9301,9501,0.11,2,F,0,10,11.25,0
3,9004,9412,0.09,1,G,0,25,19.4,0
7,8610,9411,0.12,1,G,0,40,25.62,0
3,9202,9502,0.2,1,G,X,25,10.5,0
5,8607,9502,0.29,4,F,X,17,8.95,0
0,9110,9511,0.14,2,F,0,25,19.9,0
2,9210,9412,0.16,2,F,X,15,10.66,0
5,9412,9412,0.08,1,F,0,15,15,1
6,9210,9502,0.12,1,F,0,15,14,0
7,9109,9410,0.14,1,F,X,16,12.57,0
5,9104,9411,0.1,1,F,0,20,15.2,0
0,8512,9410,0.23,1,E,X,14,8.88,0
2,9312,9503,0.18,3,E,0,10,8.75,0
5,9302,9412,0.12,2,F,0,20,16.25,0
5,9001,9406,0.11,2,F,0,10,11.2,0
1,9210,9503,0.13,2,F,0,20,9.25,0
3,9302,9412,0.14,1,F,X,20,9.6,0
4,8612,9403,0.1,1,F,0,16,12,0
5,9201,9412,0.33,4,E,X,10,7.33,0
1,8508,9601,0.33,4,E,X,5,8.77,0
0,9401,9502,0.08,1,F,0,20,12.5,0
6,9502,9502,0.07,1,F,0,15,15,0
3,9101,9409,0.09,1,F,0,20,16.2,0
0,8509,9511,0.22,1,E,X,9,10.69,0
0,8704,9412,0.47,4,G,X,15,11,0
0,9501,9501,0.07,1,F,0,20,20,0
4,8605,9404,0.17,1,G,X,35,17.3,0
2,8601,9501,0.34,3,E,0,5,4.83,0
7,9005,9501,0.1,1,F,0,15,8.2,0
3,9310,9411,0.11,2,G,0,25,16.66,0
7,9503,9503,0.07,1,G,0,25,25,0
1,9010,9412,0.15,3,E,X,14,11.83,0
5,9502,9502,0.07,1,F,0,20,20,0
7,9109,9503,0.12,1,G,X,25,18.66,0
4,9502,9502,0.07,1,F,0,15,15,0
3,8509,9501,0.29,2,E,X,11,16.43,0
5,9201,9502,0.08,1,G,0,50,27,0
2,8801,9411,0.17,1,E,X,13,10.66,0
5,9211,9501,0.27,4,D,X,4,4,0
5,9209,9412,0.13,2,F,0,15,10.4,0
4,8610,9501,0.17,2,E,0,10,9.09,0
0,9201,9510,0.15,2,F,0,10,9.42,0
4,9312,9412,0.1,1,F,0,20,17.5,0
2,9311,9409,0.07,1,G,0,25,25,0
0,9301,9412,0.09,1,F,0,21,13.66,0
0,9110,9411,0.22,2,E,X,10,8.54,0
5,9104,9404,0.29,1,E,X,12,10.66,0
3,8902,9409,0.12,1,G,0,25,14.75,0
0,9309,9412,0.21,4,E,X,12,8.41,0
2,9209,9412,0.09,1,F,0,20,13.33,0
3,8603,9404,0.17,1,F,0,20,10.5,0
0,9002,9404,0.1,1,F,0,18,10.85,0
5,8901,9502,0.14,2,E,0,10,12.5,0
2,8805,9412,0.19,1,E,X,13,7.25,0
2,8909,9411,0.31,3,D,X,4,5.11,0
3,9002,9411,0.12,1,F,0,20,14,0
5,9002,9501,0.14,1,F,X,21,13.5,0
1,8507,9412,0.16,1,G,X,30,10.58,0
0,9209,9503,0.14,2,F,X,20,9.4,0
2,8707,9501,0.16,1,F,0,15,6.55,0
2,9310,9411,0.12,1,F,0,15,12.33,0
0,8509,9502,0.18,1,F,X,15,10.58,0
7,8910,9412,0.12,1,F,0,20,12.5,0
3,8909,9411,0.12,1,G,0,25,15.71,0
7,9409,9501,0.1,2,G,0,25,25,0
7,9409,9503,0.16,3,E,0,10,10,0
0,9201,9407,0.32,4,D,X,6,6.06,0
3,8710,9602,0.14,1,F,0,15,13,0
6,9311,9408,0.08,1,F,0,21,18,0
3,9002,9502,0.2,3,E,0,13,10.16,0
2,8509,9412,0.33,1,G,X,25,9.83,0
6,9301,9409,0.15,2,G,0,33,25.16,0
5,8709,9501,0.34,3,D,X,6,4.21,0
2,9401,9410,0.16,2,F,X,20,10.25,0
0,9402,9501,0.12,2,F,0,16,14.66,0
5,9011,9501,0.34,4,D,X,5,5.22,0
5,8509,9501,0.53,3,D,X,5,6.15,0
3,9102,9503,0.17,2,G,X,21,13.87,0
5,8512,9407,0.23,2,F,X,15,9.55,0
0,8701,9412,0.09,1,F,0,15,24.16,0
0,9201,9404,0.13,1,F,0,20,11,0
7,9401,9407,0.09,1,F,0,20,15,0
3,9406,9502,0.09,2,F,0,15,12.5,0
4,8711,9412,0.28,3,E,X,12,8.25,0
5,8809,9412,0.1,1,F,0,19,14.66,0
5,8709,9501,0.24,2,E,X,10,4.86,0
1,9012,9502,0.25,4,D,X,2,3.45,0
2,8910,9406,0.3,2,E,X,14,11.65,0
5,8604,9411,0.35,2,G,X,25,8.22,0
0,9309,9412,0.1,2,F,0,10,10,0
3,8607,9411,0.26,3,D,X,5,3.94,0
4,8904,9502,0.12,2,F,X,15,14.75,0
4,9109,9412,0.11,2,F,0,15,11,0
4,9301,9503,0.29,4,D,X,4,3.7,1
5,8509,9412,0.22,3,F,X,10,10.47,0
5,9407,9407,0.07,1,F,0,20,20,0
1,9310,9412,0.24,4,D,0,4,3.71,0
4,9409,9409,0.07,1,F,0,15,15,0
5,8801,9409,0.18,1,F,0,15,9.81,0
1,8803,9412,0.24,1,E,X,10,5.56,0
1,8508,9407,0.27,2,F,X,15,9.21,0
7,9004,9409,0.11,1,G,0,30,15.83,0
5,8712,9601,0.13,3,E,0,10,9,0
2,8603,9411,0.22,2,E,X,10,5.53,0
2,8902,9602,0.24,4,F,X,17,11.23,0
0,9409,9412,0.25,2,F,0,5,10,0
5,9501,9501,0.07,1,F,0,20,20,0
0,9201,9502,0.15,4,D,X,7,5.66,0
3,9402,9406,0.09,1,F,0,16,13,0
0,9501,9501,0.07,1,F,0,18,18,0
3,9501,9501,0.06,1,F,0,15,15,0
0,8511,9412,0.38,3,D,X,3,2.27,0
4,9311,9412,0.12,2,G,0,25,20,0
4,9502,9502,0.07,1,F,0,15,15,0
0,9104,9412,0.22,2,G,X,25,15.76,0
6,8701,9412,0.16,4,G,0,20,14.72,0
0,9102,9501,0.1,1,F,0,15,14.62,0
1,8701,9503,0.4,3,E,X,10,3.4,0
0,8709,9503,0.31,2,E,X,12,7.88,0
5,9412,9412,0.07,1,G,0,25,25,0
3,9210,9404,0.13,1,F,X,20,13,0
6,9002,9412,0.26,3,F,X,14,13.17,0
6,9411,9411,0.07,1,F,0,23,23,0
6,8510,9412,0.36,1,E,X,12,7.66,0
5,9303,9412,0.08,1,G,0,50,28.33,0
3,9401,9412,0.12,2,F,0,15,9,0
5,8912,9412,0.1,2,G,0,15,16,0
0,9411,9411,0.07,1,G,0,30,30,0
7,9207,9411,0.14,3,E,0,6,8.4,0
0,8509,9412,0.39,3,E,X,10,8.47,0
6,9303,9503,0.1,2,F,0,14,14.66,0
1,8909,9411,0.17,1,F,0,5,7,0
2,9109,9404,0.12,1,F,X,20,9.6,0
4,9103,9512,0.16,3,F,X,10,10.33,0
4,9401,9501,0.23,4,F,0,9,7.83,0
4,8512,9501,0.44,1,E,X,10,8.66,0
3,8901,9412,0.13,1,F,X,16,10.25,0
3,9411,9411,0.08,1,F,0,20,20,0
3,8708,9412,0.2,2,F,X,15,9.14,0
5,9410,9410,0.06,1,F,0,20,20,0
5,8709,9410,0.27,1,E,X,10,5.68,0
4,8512,9412,0.23,2,F,X,15,15.71,0
2,8802,9411,0.14,2,F,X,19,14.11,0
6,9010,9412,0.18,4,G,0,25,21.54,0
5,8904,9408,0.36,2,E,X,10,11.82,0
7,9101,9502,0.1,1,F,0,18,11.2,0
5,9402,9503,0.12,2,G,0,30,26.66,0
4,9210,9503,0.14,1,F,X,20,9.6,0
4,9001,9411,0.11,1,F,0,15,10.8,0
5,8701,9503,0.23,3,D,X,5,5.13,0
6,9106,9404,0.1,1,F,0,15,11.57,0
0,9402,9412,0.08,1,G,0,27,26,0
2,8709,9410,0.18,4,F,X,13,7.9,0
5,8510,9412,0.19,1,G,0,25,13,0
6,9110,9411,0.23,2,F,X,21,13.5,0
7,9003,9503,0.18,1,F,X,15,10.1,1
4,8603,9407,0.24,1,F,X,16,9.29,0
5,9410,9503,0.11,2,F,0,21,18,0
7,9412,9412,0.07,1,G,0,50,50,0
6,9102,9502,0.15,2,G,X,25,12.87,0
3,8512,9412,0.32,1,E,X,10,9.2,0
0,8709,9412,0.1,1,G,0,30,20,0
0,8904,9410,0.17,1,F,X,20,6.55,0
2,8508,9412,0.27,2,G,X,35,8.73,0
3,9209,9502,0.17,2,F,X,10,11,0
5,8801,9501,0.22,1,E,X,10,7.7,0
5,9302,9411,0.21,3,E,X,7,6.14,0
2,8709,9502,0.17,2,F,0,15,9.33,0
0,8512,9501,0.25,1,E,X,13,5.55,0
4,9201,9404,0.05,1,G,0,30,25,0
2,9104,9501,0.24,1,G,X,37,26.15,0
4,9003,9412,0.43,1,F,X,15,12.6,1
4,9005,9410,0.33,3,D,X,6,5.11,0
5,9404,9412,0.14,3,E,X,10,6.66,1
3,8512,9412,0.18,2,E,X,5,7.84,0
3,9103,9412,0.41,1,F,X,20,6,0
7,9310,9412,0.14,3,E,X,10,6.25,0
5,8702,9602,0.36,3,D,X,10,6.36,1
6,9401,9409,0.09,1,F,0,20,20,0
3,8701,9511,0.17,1,F,X,10,11.46,0
2,9201,9412,0.22,3,F,X,10,8.36,0
6,9002,9411,0.13,1,F,X,15,10.75,0
1,9407,9407,0.06,1,G,0,30,30,0
7,9001,9404,0.1,1,G,0,30,22.5,0
0,8703,9411,0.16,1,F,X,15,9.36,1
7,9401,9407,0.13,1,F,0,16,13,0
0,9411,9411,0.08,1,F,0,15,15,0
3,9102,9406,0.13,1,F,0,20,13.57,0
7,8703,9404,0.14,1,G,0,35,27.8,0
7,9202,9503,0.14,1,F,0,15,12,0
0,8701,9602,0.12,1,F,0,0,13.4,0
0,8902,9412,0.22,2,E,0,10,5.23,0
5,9003,9412,0.15,1,G,0,25,8.71,0
0,9105,9408,0.1,1,F,0,22,16.4,0
0,9409,9409,0.07,1,F,0,15,15,0
0,9411,9411,0.08,1,F,0,15,15,0
2,8603,9405,0.26,1,E,X,11,7,0
3,8606,9503,0.11,1,G,0,25,14.37,0
1,9410,9503,0.16,3,E,0,6,7.33,0
5,8511,9410,0.4,4,F,X,20,12.29,0
7,9203,9407,0.26,2,E,X,11,9.63,0
0,8604,9412,0.2,3,G,X,25,17.25,0
0,9401,9503,0.1,1,G,0,50,26.5,0
4,9501,9501,0.07,1,G,0,25,25,0
1,9410,9502,0.26,4,D,0,5,4,1
0,8510,9503,0.56,4,E,X,5,4.61,0
2,8903,9412,0.11,1,F,0,20,9.25,0
0,8707,9412,0.55,2,E,X,11,8.29,0
3,8601,9411,0.41,4,D,X,8,4.58,0
6,8511,9503,0.26,4,D,X,5,5,0
6,9201,9406,0.09,1,G,0,30,18.75,0
1,9301,9412,0.09,1,F,0,20,15,0
3,8601,9412,0.21,2,E,X,10,8.25,0
2,8512,9502,0.27,4,E,X,8,7.25,0
5,9406,9501,0.1,2,F,0,16,13,0
5,9309,9406,0.17,3,F,X,15,13.2,0
2,8511,9511,0.14,1,F,X,15,12.28,0
2,9208,9412,0.09,2,G,0,25,31.66,0
5,8702,9501,0.11,1,G,0,30,26.25,0
1,9003,9411,0.17,3,F,0,15,11,0
1,9301,9405,0.19,1,F,X,15,10.71,0
0,9103,9502,0.13,3,E,0,10,9.16,0
0,9212,9406,0.11,1,G,0,25,20,0
7,9209,9502,0.12,1,F,0,17,15.8,0
1,9410,9410,0.06,1,F,0,20,20,0
7,9002,9408,0.11,1,F,0,15,11.16,0
0,8811,9409,0.1,1,G,X,25,22,0
5,9102,9404,0.09,1,F,0,15,9,0
7,9401,9411,0.16,3,E,X,6,8,0
5,9401,9407,0.07,1,G,0,25,22.5,0
4,8606,9410,0.19,1,G,X,25,15.28,0
2,9501,9502,0.15,2,F,0,6,14.5,0
1,8701,9501,0.21,2,E,X,13,19,0
0,8903,9409,0.14,1,G,X,50,27.55,0
5,9109,9501,0.27,3,F,X,15,9.35,0
2,8711,9501,0.28,2,E,X,14,8.27,0
5,9310,9406,0.08,1,F,0,15,15,0
0,8601,9411,0.22,2,F,0,17,9.6,0
3,9301,9503,0.31,4,D,X,5,5.72,0
0,9310,9412,0.22,4,G,0,40,17.85,0
6,9401,9502,0.15,3,E,X,12,11,1
0,9301,9412,0.38,2,G,0,47,17,0
2,8812,9503,0.22,3,E,0,13,10.23,0
3,9308,9502,0.36,4,D,X,6,4.45,0
1,9105,9412,0.09,2,F,0,15,13.8,0
4,8512,9404,0.4,1,E,X,10,6.92,0
4,9209,9412,0.06,1,G,0,25,17.5,0
5,9410,9410,0.05,1,G,0,25,25,0
3,9401,9412,0.09,1,F,0,20,15,0
3,9201,9412,0.33,2,E,X,10,7.56,0
6,9011,9502,0.09,1,G,0,30,24,0
4,8901,9503,0.25,4,D,X,3,5,0
5,9210,9411,0.1,2,F,0,15,10.33,0
4,9309,9404,0.08,1,F,0,17,16,0
0,8511,9409,0.21,1,E,X,10,7.95,0
4,8608,9412,0.21,1,E,X,10,9.75,0
5,8710,9411,0.1,1,F,0,16,10.66,0
4,9501,9502,0.13,2,F,0,15,15,0
0,9401,9503,0.09,1,F,0,20,20,0
0,9410,9502,0.11,2,F,0,15,12.5,0
5,9503,9503,0.1,1,F,0,20,20,0
2,8902,9412,0.54,4,E,X,10,6.94,0
6,9201,9408,0.25,3,F,X,15,7.7,0
0,9302,9412,0.36,4,E,X,10,6.58,0
0,9407,9407,0.04,1,G,0,25,25,1
3,9009,9411,0.12,2,G,0,20,16.16,0
4,8703,9408,0.11,1,F,0,20,11,0
4,8709,9501,0.17,2,E,X,13,10.36,1
4,9009,9404,0.16,1,F,X,15,11.87,0
2,9302,9503,0.23,3,G,0,9,10.85,0
5,9101,9502,0.18,2,F,X,20,10.9,1
4,8603,9503,0.29,4,D,X,3,2.83,0
0,9102,9412,0.22,2,F,X,20,15.69,0
2,9409,9409,0.07,1,F,0,20,20,0
0,8602,9503,0.35,2,E,X,10,5.92,1
5,9201,9502,0.09,2,F,0,15,11,0
6,8601,9407,0.2,1,E,X,10,8.15,0
1,8512,9503,0.44,4,D,X,3,4.28,0
0,8712,9601,0.24,1,E,X,10,11,0
